rank,symbol,name,current_price,market_cap,enhanced_score,enhanced_grade,roe,roa,debt_ratio,net_profit_margin,current_ratio,revenue_growth_rate,price_position,risk_score,opinion_score,estimate_score,financial_ratio_score,growth_score,scale_score
1,000270,기아,101600.0,402058.0,52.71,C+,16.54,10.049823793899623,64.58,8.12,150.22,6.67,63.63636363636363,0.0,22.5,0,20.21,5.0,5.0
