symbol,name,opinion_count,quality_score,enhanced_grade,enhanced_score,current_price,analysis_timestamp
005930,삼성전자,6,0,C+,47.0,79100.0,2025-09-18 09:55:02
000660,SK하이닉스,5,0,B+,63.406666666666666,346000.0,2025-09-18 09:55:02
373220,LG에너지솔루션,4,0,D,26.426666666666666,349000.0,2025-09-18 09:55:02
207940,삼성바이오로직스,0,0,C,39.14,1023000.0,2025-09-18 09:55:02
012450,한화에어로스페이스,19,0,B,50.33333333333333,1008000.0,2025-09-18 09:55:02
105560,KB금융,25,0,C,39.666666666666664,116000.0,2025-09-18 09:55:02
329180,HD현대중공업,7,0,C+,49.666666666666664,508000.0,2025-09-18 09:55:02
005380,현대차,10,0,C+,40.0,216250.0,2025-09-18 09:55:02
000270,기아,12,0,C+,46.47333333333333,101100.0,2025-09-18 09:55:02
068270,셀트리온,5,0,C+,48.99333333333333,168600.0,2025-09-18 09:55:02
034020,두산에너빌리티,11,0,C+,48.26,60900.0,2025-09-18 09:55:02
035420,NAVER,19,0,B,52.72666666666667,234500.0,2025-09-18 09:55:02
055550,신한지주,29,0,C,39.33333333333333,68300.0,2025-09-18 09:55:02
042660,한화오션,24,0,B,50.99333333333333,112400.0,2025-09-18 09:55:02
028260,삼성물산,8,0,C,39.806666666666665,193500.0,2025-09-18 09:55:02
032830,삼성생명,14,0,C+,43.0,151800.0,2025-09-18 09:55:02
009540,HD한국조선해양,3,0,C+,49.92666666666666,411500.0,2025-09-18 09:55:02
012330,현대모비스,21,0,C+,46.06666666666666,309500.0,2025-09-18 09:55:02
035720,카카오,31,0,C,37.873333333333335,64100.0,2025-09-18 09:55:02
402340,SK스퀘어,5,0,C+,43.666666666666664,204500.0,2025-09-18 09:55:02
086790,하나금융지주,28,0,C,34.666666666666664,88900.0,2025-09-18 09:55:02
011200,HMM,0,0,D,29.0,22975.0,2025-09-18 09:55:02
015760,한국전력,3,0,C+,41.0,36000.0,2025-09-18 09:55:02
064350,현대로템,17,0,B,59.26,210500.0,2025-09-18 09:55:02
005490,POSCO홀딩스,11,0,C,35.14,283000.0,2025-09-18 09:55:02
138040,메리츠금융지주,3,0,C,32.33333333333333,121100.0,2025-09-18 09:55:02
000810,삼성화재,17,0,C+,42.666666666666664,448000.0,2025-09-18 09:55:02
267260,HD현대일렉트릭,15,0,B,55.26,595000.0,2025-09-18 09:55:02
010130,고려아연,6,0,C+,48.82666666666667,969000.0,2025-09-18 09:55:02
051910,LG화학,18,0,C,30.593333333333334,295000.0,2025-09-18 09:55:02
