symbol,name,opinion_count,quality_score,enhanced_grade,enhanced_score,current_price,analysis_timestamp
005930,삼성전자,0,0,F,0,0,2025-09-17 19:24:51
000660,SK하이닉스,0,0,F,0,0,2025-09-17 19:24:51
373220,LG에너지솔루션,0,0,F,0,0,2025-09-17 19:24:51
207940,삼성바이오로직스,0,0,F,0,0,2025-09-17 19:24:51
012450,한화에어로스페이스,0,0,F,0,0,2025-09-17 19:24:51
105560,KB금융,0,0,F,0,0,2025-09-17 19:24:51
329180,HD현대중공업,0,0,F,0,0,2025-09-17 19:24:51
005380,현대차,0,0,F,0,0,2025-09-17 19:24:51
000270,기아,0,0,F,0,0,2025-09-17 19:24:51
068270,셀트리온,0,0,F,0,0,2025-09-17 19:24:51
034020,두산에너빌리티,0,0,F,0,0,2025-09-17 19:24:51
035420,NAVER,0,0,F,0,0,2025-09-17 19:24:51
055550,신한지주,0,0,F,0,0,2025-09-17 19:24:51
042660,한화오션,0,0,F,0,0,2025-09-17 19:24:51
028260,삼성물산,0,0,F,0,0,2025-09-17 19:24:51
032830,삼성생명,0,0,F,0,0,2025-09-17 19:24:51
009540,HD한국조선해양,0,0,F,0,0,2025-09-17 19:24:51
012330,현대모비스,0,0,F,0,0,2025-09-17 19:24:51
035720,카카오,0,0,F,0,0,2025-09-17 19:24:51
402340,SK스퀘어,0,0,F,0,0,2025-09-17 19:24:51
086790,하나금융지주,0,0,F,0,0,2025-09-17 19:24:51
011200,HMM,0,0,F,0,0,2025-09-17 19:24:51
015760,한국전력,0,0,F,0,0,2025-09-17 19:24:51
064350,현대로템,0,0,F,0,0,2025-09-17 19:24:51
005490,POSCO홀딩스,0,0,F,0,0,2025-09-17 19:24:51
138040,메리츠금융지주,0,0,F,0,0,2025-09-17 19:24:51
000810,삼성화재,0,0,F,0,0,2025-09-17 19:24:51
267260,HD현대일렉트릭,0,0,F,0,0,2025-09-17 19:24:51
010130,고려아연,0,0,F,0,0,2025-09-17 19:24:51
